lien
https://www.nacion.com/puro-deporte/motores/piloto-que-supero-10-operaciones-de-rodilla/5SVWCVNRENHELCPZAFWSZZPZ3Y/story/
https://www.nacion.com/puro-deporte/futbol-internacional/vea-como-un-aficionado-por-poco-lesiona-a-un/Z7KYZO4LUZFWDMZWXTII4KYL4I/story/
https://www.nacion.com/el-mundo/conflictos/china-advierte-a-estados-unidos-del-riesgo-de-un/R2Y4ZTR6HVH4NCIQNCML2XX35Y/story/
